ビデオシリアル番号,AI解析結果,確認者,確認者名,確認日時,承認者,承認者名,承認日時,日付,管轄拠点,拠点名,カメラ名,レビュー件数,タイムスタンプ1,コメント1,レビュー1,レビュー日時1,備考1,タイムスタンプ2,コメント2,レビュー2,レビュー日時2,備考2,タイムスタンプ3,コメント3,レビュー3,レビュー日時3,備考3,タイムスタンプ4,コメント4,レビュー4,レビュー日時4,備考4,タイムスタンプ5,コメント5,レビュー5,レビュー日時5,備考5,タイムスタンプ6,コメント6,レビュー6,レビュー日時6,備考6,タイムスタンプ7,コメント7,レビュー7,レビュー日時7,備考7,タイムスタンプ8,コメント8,レビュー8,レビュー日時8,備考8,タイムスタンプ9,コメント9,レビュー9,レビュー日時9,備考9,タイムスタンプ10,コメント10,レビュー10,レビュー日時10,備考10
1047495,NG,,,,,,,5/18/2026 15:20,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047487,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第２　メディカルロジスティクスセンター,○【伊勢崎】南側バースAPI1_OWHISKC0038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047486,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047485,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047484,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】2階北1号EV・扉_OWHCNWC0032-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047476,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047474,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047473,NG,,,,,,,5/18/2026 15:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】北棟１F事務所側シャッター,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047472,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-5号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047470,NG,,,,,,,5/18/2026 15:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟1F高層棚前シャッター,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047469,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】C扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047468,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】A扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047466,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-2号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047464,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】D扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047463,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム05-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047461,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-4号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047460,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-事務所側-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047459,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム06-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047458,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047456,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-垂直搬送機前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047455,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫EV-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047454,NG,,,,,,,5/18/2026 15:20,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-3号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047453,NG,,,,,,,5/18/2026 15:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FD棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047445,NG,,,,,,,5/18/2026 15:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ１-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047444,NG,,,,,,,5/18/2026 15:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ２-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047443,NG,,,,,,,5/18/2026 15:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047441,NG,,,,,,,5/18/2026 15:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ３-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047439,NG,,,,,,,5/18/2026 15:20,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ５-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047435,NG,,,,,,,5/18/2026 15:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047434,NG,,,,,,,5/18/2026 15:20,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047430,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ4_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047427,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ2_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047425,NG,,,,,,,5/18/2026 15:20,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ3_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047424,NG,,,,,,,5/18/2026 15:20,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047422,NG,,,,,,,5/18/2026 15:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F東シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047420,NG,,,,,,,5/18/2026 15:20,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】北棟１F西シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047414,NG,,,,,,,5/18/2026 15:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047412,NG,,,,,,,5/18/2026 15:20,札幌営業所,札幌第３　メディカルロジスティクスセンター（丸和運輸内）,○【旭運輸第二】2階倉庫出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047411,NG,,,,,,,5/18/2026 15:20,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047403,NG,,,,,,,5/18/2026 15:20,札幌営業所,札幌第１　メディカルロジスティクスセンター,●【札幌営業所】1F B棟_プラットフォーム3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047402,NG,,,,,,,5/18/2026 15:20,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場3-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047400,NG,,,,,,,5/18/2026 15:20,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047391,NG,,,,,,,5/18/2026 15:20,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047390,NG,,,,,,,5/18/2026 15:20,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Aブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047388,NG,,,,,,,5/18/2026 15:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】5F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047386,NG,,,,,,,5/18/2026 15:10,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047381,NG,,,,,,,5/18/2026 15:10,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047377,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第２　メディカルロジスティクスセンター,○【伊勢崎】南側バースAPI1_OWHISKC0038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047375,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047370,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047366,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047365,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-搬送機奥側-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047361,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】C扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047360,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-5号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047359,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047356,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム06-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047355,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047354,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-事務所側-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047352,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】D扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047351,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム05-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047350,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-4号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047346,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】B扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047345,NG,,,,,,,5/18/2026 15:10,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-3号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047334,NG,,,,,,,5/18/2026 15:10,中部支店,名古屋第１　メディカルロジスティクスセンター,●【中部LC】不審者検知カメラ７-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047327,NG,,,,,,,5/18/2026 15:10,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南西側プラットフォーム中央-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047324,NG,,,,,,,5/18/2026 15:10,関東支店,東京第３　メディカルロジスティクスセンター,●【首都圏第3】南東側中央プラットフォーム-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047323,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階南1バース_OWHCNWC0029-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047319,NG,,,,,,,5/18/2026 15:10,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階バース2_OWHCNWC0028-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047318,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ3_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047317,NG,,,,,,,5/18/2026 15:10,北関東営業所,高崎第１　メディカルロジスティクスセンター,●【東日本LC】 A棟1階カメラ2_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047315,NG,,,,,,,5/18/2026 15:10,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】南棟１F東シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047312,NG,,,,,,,5/18/2026 15:10,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】北棟１F西シャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047311,NG,,,,,,,5/18/2026 15:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047309,NG,,,,,,,5/18/2026 15:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_毒向薬庫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047303,NG,,,,,,,5/18/2026 15:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F D棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047302,NG,,,,,,,5/18/2026 15:10,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1F C棟_荷捌き場,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047300,NG,,,,,,,5/18/2026 15:10,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_入荷場1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047295,NG,,,,,,,5/18/2026 15:10,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_出荷場5-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047291,NG,,,,,,,5/18/2026 15:10,関東支店,東京第２　メディカルロジスティクスセンター,●【首都圏第2】1F_冷所室2-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047284,NG,,,,,,,5/18/2026 15:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Bブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047281,NG,,,,,,,5/18/2026 15:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Eブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047275,NG,,,,,,,5/18/2026 15:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】1F Aブロック_シートシャッター_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047274,NG,,,,,,,5/18/2026 15:10,,大阪第１　メディカルロジスティクスセンター（光陽商事内）,〇【大阪第1MLC】4F Bブロック_EV_API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047272,NG,,,,,,,5/18/2026 15:00,静岡営業所,静岡第１　メディカルロジスティクスセンター（丸総清水内）,〇【丸総清水】バースカメラ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047266,NG,,,,,,,5/18/2026 15:00,札幌営業所,札幌第２　メディカルロジスティクスセンター,○【旭運輸本社倉庫】4階保管エリア出入口,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047265,NG,,,,,,,5/18/2026 15:00,北関東営業所,高崎第２　メディカルロジスティクスセンター,○【伊勢崎】南側バースAPI1_OWHISKC0038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047263,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北1バース_OWHCNWC0026-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047262,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第２　メディカルロジスティクスセンター（若松梱包内）,○【CPD】1階北2バース_OWHCNWC0027-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047256,NG,,,,,,,5/18/2026 15:00,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E棟カメラ1-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047252,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム07-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047251,NG,,,,,,,5/18/2026 15:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-6号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047250,NG,,,,,,,5/18/2026 15:00,仙台営業所,仙台第１　メディカルロジスティクスセンター,●【仙台】北棟１F事務所側シャッター,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047245,NG,,,,,,,5/18/2026 15:00,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】E扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047241,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム06-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047240,NG,,,,,,,5/18/2026 15:00,北関東営業所,高崎第１　メディカルロジスティクスセンター（分地倉庫）,●【高崎第2】D扉前-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047239,NG,,,,,,,5/18/2026 15:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】92-1号倉庫-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047237,NG,,,,,,,5/18/2026 15:00,九州支店,佐賀第１　メディカルロジスティクスセンター,●【九州】102倉庫-事務所側-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047236,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム08-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047235,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム05-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047234,NG,,,,,,,5/18/2026 15:00,関西支店,神戸第１　メディカルロジスティクスセンター,●【西日本LC】1Fプラットフォーム03-API,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047231,NG,,,,,,,5/18/2026 15:00,関東支店,東京第１　メディカルロジスティクスセンター,●【首都圏中央】1FD棟プラットフォーム02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
